player_name,team,position,price,minutes_pg,p_goal,p_assist,p_sot2,attack_pts,dc_pts,cs_pts,bonus_pts,def_actions_pg,fantasy_pts,xpts_rot,p_start,is_pen_taker,value,availability,injured,doubtful,chance_of_playing,fpl_matched,next_fixtures,avg_fdr,fixtures_available,fixture_adj_pts,n_fixtures_next,total_xpts_next,total_xpts_rot,overall_rank,pos_rank,captain_pick
Jordan Pickford,Everton,GKP,5.5,90.0,0.036,0.032,0.025,0.323,0.0,0.688,0.177,0.1,3.188,3.188,1.0,False,0.58,available,False,False,,True,CRY(H3) · BOU(A3) · MUN(H4) · TOT(A3) · IPS(H2),3.0,True,3.188,5,15.94,15.94,235,16,False
Jason Steele,Brighton,GKP,4.0,90.0,0.036,0.031,0.025,0.319,0.0,0.688,0.181,0.2,3.188,3.188,1.0,False,0.797,available,False,False,,True,AVL(H3) · CHE(A4) · LEE(H2) · COV(A2) · ARS(H4),3.0,True,3.188,5,15.94,15.94,236,17,False
Matz Sels,Nott'm Forest,GKP,5.0,90.0,0.036,0.032,0.025,0.322,0.0,0.688,0.177,0.1,3.187,3.187,1.0,False,0.637,available,False,False,,True,LEE(H2) · LIV(A4) · TOT(H3) · AVL(A4) · COV(H2),3.0,True,3.187,5,15.93,15.93,237,18,False
Frank Onyeka,Coventry City,MID,5.0,47.6,0.048,0.041,0.029,0.377,1.316,0.145,0.348,5.6,3.186,1.147,0.36,False,0.637,available,False,False,,True,ARS(A5) · HUL(H2) · MCI(A5) · BHA(H2) · NFO(A3),3.4,True,3.186,5,15.93,5.74,238,98,False
Marco Bizot,Aston Villa,GKP,4.5,90.0,0.036,0.031,0.025,0.319,0.0,0.688,0.172,0.0,3.179,3.179,1.0,False,0.706,available,False,False,,True,BHA(A3) · ARS(H4) · HUL(A2) · NFO(H3) · TOT(A3),3.0,True,3.179,5,15.9,15.9,239,19,False
Robin Roefs,Sunderland,GKP,5.0,90.0,0.036,0.031,0.025,0.32,0.0,0.633,0.207,1.0,3.16,3.16,1.0,False,0.632,available,False,False,,True,IPS(A2) · FUL(H2) · BRE(A3) · ARS(H4) · MCI(A5),3.2,True,3.16,5,15.8,15.8,240,20,False
Melker Ellborg,Sunderland,GKP,4.5,90.0,0.036,0.031,0.025,0.319,0.0,0.633,0.207,1.0,3.159,3.159,1.0,False,0.702,available,False,False,,True,IPS(A2) · FUL(H2) · BRE(A3) · ARS(H4) · MCI(A5),3.2,True,3.159,5,15.79,15.79,241,21,False
Illan Meslier,Arsenal,GKP,5.0,90.0,0.036,0.031,0.025,0.317,0.0,0.633,0.194,0.7,3.144,3.144,1.0,False,0.629,available,False,False,,True,COV(H2) · AVL(A4) · CHE(H4) · SUN(A3) · BHA(A3),3.2,True,3.144,5,15.72,15.72,242,22,False
Alex Palmer,Ipswich Town,GKP,4.0,90.0,0.036,0.031,0.025,0.317,0.0,0.633,0.194,0.7,3.144,3.144,1.0,False,0.786,available,False,False,,True,SUN(H2) · MUN(A4) · LIV(H4) · CRY(A3) · EVE(A3),3.2,True,3.144,5,15.72,15.72,243,23,False
Christian Walton,Ipswich Town,GKP,4.5,90.0,0.036,0.031,0.025,0.317,0.0,0.633,0.185,0.5,3.135,3.135,1.0,False,0.697,available,False,False,,True,SUN(H2) · MUN(A4) · LIV(H4) · CRY(A3) · EVE(A3),3.2,True,3.135,5,15.68,15.68,244,24,False
Chiedozie Ogbene,Ipswich Town,MID,5.0,54.4,0.055,0.052,0.03,0.443,1.154,0.158,0.341,5.1,3.096,2.012,0.65,True,0.619,available,False,False,,True,SUN(H2) · MUN(A4) · LIV(H4) · CRY(A3) · EVE(A3),3.2,True,3.096,5,15.48,10.06,245,99,False
Nilson Angulo,Sunderland,MID,5.0,58.666666666666664,0.054,0.051,0.032,0.44,1.119,0.158,0.337,5.0,3.054,1.832,0.6,False,0.611,available,False,False,,True,IPS(A2) · FUL(H2) · BRE(A3) · ARS(H4) · MCI(A5),3.2,True,3.054,5,15.27,9.16,246,100,False
